ROWID,AU,TI,SO,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA,1stScreen.result,1stScreen.note,1stScreen.CheckedBy,2ndScreen,2ndScreen.Checker,2ndScreen.Notes,DataColl.Notes,Collector
176,"Rundle, HD; Whitlock, MC",A genetic interpretation of ecologically dependent isolation,EVOLUTION,2001,16,3,,,,,148,153,,10.1016/S0169-5347(00)02078-4,,,,,,,,WOS:000168453900014,,,,,,no.data,"only modelling, no biological organisms",NF,,,,,
177,"Roques, S; Sevigny, JM; Bernatchez, L",Evidence for broadscale introgressive hybridization between two redfish (genus Sebastes) in the North-west Atlantic: a rare marine example,MOLECULAR ECOLOGY,2001,55,1,,,,,198,201,,,,,,,,,,WOS:000167167000017,11263739,,,,,no.data,"sample analyse, no crosses",NF,,,,,
180,"Rosenfield, JA; Todd, T; Greil, R",Asymmetric hybridization and introgression between pink salmon and chinook salmon in the Laurentian Great Lakes,TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,2000,57,1,,,,,109,121,,10.1111/j.1095-8649.2000.tb00779.x,,,,,,,,WOS:000088508800009,,,,,,no.data,"sample analysis, no crosses",NF,,,,,
181,"Turelli, M; Orr, HA","Dominance, epistasis and the genetics of postzygotic isolation",GENETICS,2000,129,3,,,,,670,679,,10.1577/1548-8659(2000)129<0670:AHAIBP>2.3.CO;2,,,,,,,,WOS:000089076500004,,,,,,no.data,theory,KT,,,,,
182,"Whitlock, MC; Ingvarsson, PK; Hatfield, T",Local drift load and the heterosis of interconnected populations,HEREDITY,2000,154,4,,,,,1663,1679,,,,,,,,,,WOS:000086491000021,10747061,,,,,no.data,theory,KT,,,,,
183,"Moxon, R; Kussell, E","The impact of bottlenecks on microbial survival, adaptation, and phenotypic switching in host-pathogen interactions",EVOLUTION,2017,84,4,,,,,452,457,,10.1046/j.1365-2540.2000.00693.x,,,,,,,,WOS:000087499900008,10849069,,,,,no.data,theory,KT,,,,,
184,"Akcali, CK; Porter, CK",Comment on Van Belleghem etal. 2016: Habitat choice mechanisms in speciation and other forms of diversification,EVOLUTION,2017,71,12,,,,,2803,2816,,10.1111/evo.13370,,,,,,,,WOS:000417567000003,28983912,,,,,no.data,,KT,,,,,
185,"MacGregor, HEA; Lewandowsky, RAM; d'Ettorre, P; Leroy, C; Davies, NW; While, GM; Uller, T","Chemical communication, sexual selection, and introgression in wall lizards",EVOLUTION,2017,71,11,,,,,2754,2761,,10.1111/evo.13375,,,,,,,,WOS:000414757500019,28975612,,,,,no.data,no crosses or f1s measured,KT,,,,,
188,"Christie, JR; Beekman, M",Selective sweeps of mitochondrial DNA can drive the evolution of uniparental inheritance,EVOLUTION,2017,71,10,,,,,2469,2483,,10.1111/evo.13343,,,,,,,,WOS:000412834700014,28861897,,,,,no.data,theory,KT,,,,,
190,"Wheatcroft, D; Qvarnstrom, A","Reproductive character displacement of female, but not male song discrimination in an avian hybrid zone",EVOLUTION,2017,71,8,,,,,2050,2061,,10.1111/evo.13289,,,,,,,,WOS:000407686200010,28598501,,,,,no.data,hybrid zone and parents measured,KT,,,,,
191,"Singhal, S; Bi, K",History cleans up messes: The impact of time in driving divergence and introgression in a tropical suture zone,EVOLUTION,2017,71,7,,,,,1776,1786,,10.1111/evo.13267,,,,,,,,WOS:000405888100004,28493350,,,,,no.data,genomics study,KT,,,,,
193,"Dunning, LT; Lundgren, MR; Moreno-Villena, JJ; Namaganda, M; Edwards, EJ; Nosil, P; Osborne, CP; Christin, PA",Introgression and repeated co-option facilitated the recurrent emergence of C-4 photosynthesis among close relatives,EVOLUTION,2017,71,6,,,,,1519,1531,,10.1111/evo.13245,,,,,,,,WOS:000403014800008,28384386,,,,,no.data,,KT,,,,,
194,"Kostyun, JL; Moyle, LC",Multiple strong postmating and intrinsic postzygotic reproductive barriers isolate florally diverse species of Jaltomata (Solanaceae),EVOLUTION,2017,71,6,,,,,1541,1555,,10.1111/evo.13250,,,,,,,,WOS:000403014800010,28395112,,,,,no.data,floral traits only measured on parents,KT,,,,,
197,"Hollinger, I; Hermisson, J","Bounds to parapatric speciation: A Dobzhansky-Muller incompatibility model involving autosomes, X chromosomes, and mitochondria",EVOLUTION,2017,71,5,,,,,1297,1312,,10.1111/evo.13206,,,,,,,,WOS:000401256200014,28211577,,,,,no.data,theory,KT,,,,,
198,"Smith, SRT; Connallon, T",The contribution of the mitochondrial genome to sex-specific fitness variance,EVOLUTION,2017,71,5,,,,,1366,1380,,10.1111/evo.13223,,,,,,,,WOS:000401256200019,28272742,,,,,no.data,theory,KT,,,,,
199,"Turissini, DA; Comeault, AA; Liu, G; Lee, YCG; Matute, DR",The ability of Drosophila hybrids to locate food declines with parental divergence,EVOLUTION,2017,71,5,,,,,1417,1424,,10.1111/evo.13238,,,,,,,,WOS:000401256200024,28369844,,,,,no.data,food finding is a fitnes trait,KT,,,,,
200,"Laiolo, P",Phenotypic similarity in sympatric crow species: Evidence of social convergence?,EVOLUTION,2017,71,4,,,,,960,973,,10.1111/evo.13180,,,,,,,,WOS:000398545200012,28085186,,,,,no.data,,KT,,,,,
201,"Faria, GS; Varela, SAM; Gardner, A",Sexual selection modulates genetic conflicts and patterns of genomic imprinting,EVOLUTION,2017,71,4,,,,,1051,1060,,10.1111/evo.13195,,,,,,,,WOS:000398545200019,28145581,,,,,no.data,theory,KT,,,,,
202,"Yamamichi, M; Hoso, M",Roles of maternal effects in maintaining genetic variation: Maternal storage effect,EVOLUTION,2017,71,3,,,,,526,540,,10.1111/evo.13153,,,,,,,,WOS:000396039000002,27991659,,,,,no.data,theory,KT,,,,,
205,"Yang, YS; Richards-Zawacki, CL; Devar, A; Dugas, MB",Poison frog color morphs express assortative mate preferences in allopatry but not sympatry,EVOLUTION,2016,70,12,,,,,2690,2703,,10.1111/evo.13085,,,,,,,,WOS:000388624300003,27714796,,,,,no.data,no hybrids,KT,,,,,
207,"Martin, CH",The cryptic origins of evolutionary novelty: 1000-fold faster trophic diversification rates without increased ecological opportunity or hybrid swarm,EVOLUTION,2016,70,12,,,,,2778,2788,,10.1111/evo.13079,,,,,,,,WOS:000388624300010,27704539,,,,,no.data,no f1,KT,,,,,
210,"McCabe, JD; Olsen, BJ; Hiebeler, D",Wind patterns as a potential driver in the evolution and maintenance of a North American migratory suture zone,EVOLUTION,2016,70,11,,,,,2562,2572,,10.1111/evo.13066,,,,,,,,WOS:000387072900010,27624666,,,,,no.data,theory,KT,,,,,
212,"Gimenez, MD; Panithanarak, T; Hauffe, HC; Searle, JB",Empirical demonstration of hybrid chromosomal races in house mice,EVOLUTION,2016,70,10,,,,,2322,2335,,10.1111/evo.13027,,,,,,,,WOS:000385550700011,27479368,,,,,no.data,only genetics,KT,,,,,
213,"Fraisse, C; Gunnarsson, PA; Roze, D; Bierne, N; Welch, JJ",The genetics of speciation: Insights from Fisher's geometric model,EVOLUTION,2016,70,9,,,,,1979,1992,,10.1111/evo.13009,,,,,,,,WOS:000383342000004,27436057,,,,,no.data,,KT,,,,,
214,"Hadjivasiliou, Z; Pomiankowski, A; Kuijper, B",The evolution of mating type switching,EVOLUTION,2016,70,9,,,,,2145,2154,,10.1111/evo.13007,,,,,,,,WOS:000383342000017,27435797,,,,,no.data,theory,KT,,,,,
220,"Goutte, S; Dubois, A; Howard, SD; Marquez, R; Rowley, JJL; Dehling, JM; Grandcolas, P; Xiong, RC; Legendre, F",Environmental constraints and call evolution in torrent-dwelling frogs,EVOLUTION,2016,70,7,,,,,1569,1581,,10.1111/evo.12959,,,,,,,,WOS:000380023200012,27271362,,,,,no.data,,KT,,,,,
221,"Rabosky, ARD; Cox, CL; Rabosky, DL",Unlinked Mendelian inheritance of red and black pigmentation in snakes: Implications for Batesian mimicry,EVOLUTION,2016,70,6,,,,,1239,1248,,10.1111/evo.12936,,,,,,,,WOS:000379268200007,27159252,,,,,no.data,,KT,,,,,
225,"Blackmon, H; Demuth, JP",An information-theoretic approach to estimating the composite genetic effects contributing to variation among generation means: Moving beyond the joint-scaling test for line cross analysis,EVOLUTION,2016,70,5,,,,,1023,1038,,10.1111/evo.12917,,,,,,,,WOS:000378946600006,27061719,,,,,no.data,,KT,,,,,
226,"Dussex, N; Chuah, A; Waters, JM",Genome-wide SNPs reveal fine-scale differentiation among wingless alpine stonefly populations and introgression between winged and wingless forms,EVOLUTION,2016,70,5,,,,,1051,1063,,10.1111/evo.12920,,,,,,,,WOS:000378946600008,27062071,,,,,no.data,,KT,,,,,
232,"Greig, EI; Baldassarre, DT; Webster, MS",Differential rates of phenotypic introgression are associated with male behavioral responses to multiple signals,EVOLUTION,2015,70,2,,,,,420,432,,10.1111/evo.12844,,,,,,,,WOS:000370662500013,26704183,,,,,no.data,only measured parents,KT,,,,,
233,"Chevin, LM; Lande, R",Evolution of environmental cues for phenotypic plasticity,EVOLUTION,2015,70,2,,,,,471,479,,10.1111/evo.12846,,,,,,,,WOS:000370662500018,26882317,,,,,no.data,theory,KT,,,,,
235,"Rollinson, N; Rowe, L",Persistent directional selection on body size and a resolution to the paradox of stasis,EVOLUTION,2015,69,12,,,,,3054,3068,,10.1111/evo.12807,,,,,,,,WOS:000368249000003,26514872,,,,,no.data,,KT,,,,,
236,"Good, JM; Vanderpool, D; Keeble, S; Bi, K",Negligible nuclear introgression despite complete mitochondrial capture between two species of chipmunks,EVOLUTION,2015,69,12,,,,,3141,3155,,10.1111/evo.12815,,,,,,,,WOS:000368249000009,26542312,,,,,no.data,,KT,,,,,
237,"Lindtke, D; Buerkle, CA",The genetic architecture of hybrid incompatibilities and their effect on barriers to introgression in secondary contact,EVOLUTION,2015,69,12,,,,,3109,3122,,10.1111/evo.12802,,,,,,,,WOS:000368249000007,26497949,,,,,no.data,,KT,,,,,
239,"Beck, EA; Thompson, AC; Sharbrough, J; Brud, E; Llopart, A",Gene flow between Drosophila yakuba and Drosophila santomea in subunit V of cytochrome c oxidase: A potential case of cytonuclear cointrogression,EVOLUTION,2015,69,11,,,,,2891,2904,,10.1111/evo.12789,,,,,,,,WOS:000368248800008,26513426,,,,,no.data,,KT,,,,,
241,"Rolan-Alvarez, E; Carvajal-Rodriguez, A; de Coo, A; Cortes, B; Estevez, D; Ferreira, M; Gonzalez, R; Briscoe, AD",The scale-of-choice effect and how estimates of assortative mating in the wild can be biased due to heterogeneous samples,EVOLUTION,2015,69,10,,,,,2767,2775,,10.1111/evo.12755,,,,,,,,WOS:000362970600019,26292649,,,,,no.data,,KT,,,,,
242,"Yeh, DJ; Servedio, MR",Reproductive isolation with a learned trait in a structured population,EVOLUTION,2015,69,9,,,,,2468,2481,,10.1111/evo.12747,,,,,,,,WOS:000362964700017,26299202,,,,,no.data,theory,KT,,,,,
244,"Vallejo-Marin, M; Buggs, RJA; Cooley, AM; Puzey, JR",Speciation by genome duplication: Repeated origins and genomic composition of the recently formed allopolyploid species Mimulus peregrinus,EVOLUTION,2015,69,8,,,,,1961,1972,,10.1111/evo.12712,,,,,,,,WOS:000360493700001,26118639,,,,,no.data,,KT,,,,,
246,"Hu, XS",Mating system as a barrier to gene flow,EVOLUTION,2015,69,8,,,,,2005,2017,,10.1111/evo.12708,,,,,,,,WOS:000360493700004,26102479,,,,,no.data,theory,KT,,,,,
249,"Kuijper, B; Hoyle, RB",When to rely on maternal effects and when on phenotypic plasticity?,EVOLUTION,2015,69,7,,,,,1845,1857,,10.1111/evo.12691,,,,,,,,WOS:000358503800016,26085130,,,,,no.data,theory,KT,,,,,
251,"Bischoff, M; Raguso, RA; Jurgens, A; Campbell, DR",Context-dependent reproductive isolation mediated by floral scent and color,EVOLUTION,2015,69,6,,,,,1375,1389,,10.1111/evo.12666,,,,,,,,WOS:000356675400002,25903102,,,,,no.data,no hybrids,KT,,,,,
252,"Rosser, N; Dasmahapatra, KK; Mallet, J",Stable Heliconius butterfly hybrid zones are correlated with a local rainfall peak at the edge of the Amazon basin,EVOLUTION,2014,69,6,,,,,1487,1500,,10.1111/evo.12678,,,,,,,,WOS:000356675400010,25929999,,,,,no.data,documentation of hybridzone,KT,,,,,
253,"Schielzeth, H; Streitner, C; Lampe, U; Franzke, A; Reinhold, K",Genome size variation affects song attractiveness in grasshoppers: Evidence for sexual selection against large genomes,EVOLUTION,2014,69,6,,,,,1619,1629,,10.1111/evo.12679,,,,,,,,WOS:000356675400020,25930106,,,,,no.data,,KT,,,,,
254,"Taylor, SA; Curry, RL; White, TA; Ferretti, V; Lovette, I",Spatiotemporally consistent genomic signatures of reproductive isolation in a moving hybrid zone,EVOLUTION,2014,69,5,,,,,1158,1177,,10.1111/evo.12660,,,,,,,,WOS:000354561600005,25873333,,,,,no.data,documentation of hybrid zone,KT,,,,,
255,"Bewick, ER; Dyer, KA",Reinforcement shapes clines in female mate discrimination in Drosophila subquinaria,EVOLUTION,2014,69,5,,,,,1191,1207,,10.1111/evo.12659,,,,,,,,WOS:000354561600007,25873258,,,,,no.data,,KT,,,,,
257,"Zhao, W; Meng, JX; Wang, BS; Zhang, LS; Xu, YL; Zeng, QY; Li, Y; Mao, JF; Wang, XR",WEAK CROSSABILITY BARRIER BUT STRONG JUVENILE SELECTION SUPPORTS ECOLOGICAL SPECIATION OF THE HYBRID PINE PINUS DENSATA ON THE TIBETAN PLATEAU,EVOLUTION,2014,69,4,,,,,904,915,,10.1111/evo.12623,,,,,,,,WOS:000353236000005,25715968,,,,,no.data,just looking at parents,KT,,,,,
260,"Guerrero, RF; Kirkpatrick, M",LOCAL ADAPTATION AND THE EVOLUTION OF CHROMOSOME FUSIONS,EVOLUTION,2014,69,2,,,,,447,461,,10.1111/evo.12589,,,,,,,,WOS:000348916200013,25545789,,,,,no.data,theory,KT,,,,,
261,"Urbanelli, S; Porretta, D; Mastrantonio, V; Bellini, R; Pieraccini, G; Romoli, R; Crasta, G; Nascetti, G","HYBRIDIZATION, NATURAL SELECTION, AND EVOLUTION OF REPRODUCTIVE ISOLATION: A 25-YEARS SURVEY OF AN ARTIFICIAL SYMPATRIC AREA BETWEEN TWO MOSQUITO SIBLING SPECIES OF THE Aedes mariae COMPLEX",EVOLUTION,2014,69,1,,,,,1,13,,10.1111/evo.12558,,,,,,,,WOS:000347462800001,25354994,,,,,no.data,documentation of hybrid zone,KT,,,,,
264,"Baldassarre, DT; White, TA; Karubian, J; Webster, MS",GENOMIC AND MORPHOLOGICAL ANALYSIS OF A SEMIPERMEABLE AVIAN HYBRID ZONE SUGGESTS ASYMMETRICAL INTROGRESSION OF A SEXUAL SIGNAL,EVOLUTION,2014,68,11,,,,,3066,3081,,10.1111/evo.12510,,,,,,,,WOS:000344379800002,25138643,,,,,no.data,documentation of hybrid zone,KT,,,,,
265,"Illera, JC; Palmero, AM; Laiolo, P; Rodriguez, F; Moreno, AC; Navascues, M","GENETIC, MORPHOLOGICAL, AND ACOUSTIC EVIDENCE REVEALS LACK OF DIVERSIFICATION IN THE COLONIZATION PROCESS IN AN ISLAND BIRD",EVOLUTION,2014,68,11,,,,,3082,3094,,10.1111/evo.12515,,,,,,,,WOS:000344379800003,25163510,,,,,no.data,no hybrids,KT,,,,,
266,"Stone, JL; VanWyk, EJ; Hale, JR",TRANSMISSION ADVANTAGE FAVORS SELFING ALLELE IN EXPERIMENTAL POPULATIONS OF SELF-INCOMPATIBLE WITHERINGIA SOLANACEA (SOLANACEAE),EVOLUTION,2014,68,11,,,,,3109,3119,,10.1111/evo.12503,,,,,,,,WOS:000344379800005,25125144,,,,,no.data,just inheritance of a single allele,KT,,,,,
269,"Steinsland, I; Larsen, CT; Roulin, A; Jensen, H",QUANTITATIVE GENETIC MODELING AND INFERENCE IN THE PRESENCE OF NONIGNORABLE MISSING DATA,EVOLUTION,2014,68,11,,,,,3166,3183,,10.1111/evo.12502,,,,,,,,WOS:000344379800009,25135455,,,,,no.data,,KT,,,,,
270,"Oufiero, CE; Meredith, RW; Jugo, KN; Tran, P; Chappell, MA; Springer, MS; Reznick, DN; Garland, T",THE EVOLUTION OF THE SEXUALLY SELECTED SWORD IN XIPHOPHORUS DOES NOT COMPROMISE AEROBIC LOCOMOTOR PERFORMANCE,EVOLUTION,2014,68,10,,,,,2747,2756,,10.1111/evo.12481,,,,,,,,WOS:000342904300001,24964074,,,,,no.data,no hybrids,KT,,,,,
271,"Schumer, M; Rosenthal, GG; Andolfatto, P",HOW COMMON IS HOMOPLOID HYBRID SPECIATION?,EVOLUTION,2014,68,10,,,,,2983,2995,,10.1111/evo.12478,,,,,,,,WOS:000342904300018,24957707,,,,,no.data,review,KT,,,,,
272,"Scott-Phillips, TC; Laland, KN; Shuker, DM; Dickins, TE; West, SA",THE NICHE CONSTRUCTION PERSPECTIVE: A CRITICAL APPRAISAL*,EVOLUTION,2014,68,10,,,,,3030,3038,,10.1111/evo.12490,,,,,,,,WOS:000342904300022,25041755,,,,,no.data,theory,KT,,,,,
273,"Chevin, LM; Decorzent, G; Lenormand, T",NICHE DIMENSIONALITY AND THE GENETICS OF ECOLOGICAL SPECIATION,EVOLUTION,2014,68,10,,,,,2885,2900,,10.1111/evo.12488,,,,,,,,WOS:000342904300011,,,,,,no.data,theory,KT,,,,,
275,"Sobel, JM; Chen, GF",UNIFICATION OF METHODS FOR ESTIMATING THE STRENGTH OF REPRODUCTIVE ISOLATION,EVOLUTION,2014,68,9,,,,,2644,2657,,10.1111/evo.12457,,,,,,,,WOS:000341824100015,24889818,,,,,no.data,perspective,KT,,,,,
276,"Gamble, T; Geneva, AJ; Glor, RE; Zarkower, D",ANOLIS SEX CHROMOSOMES ARE DERIVED FROM A SINGLE ANCESTRAL PAIR,EVOLUTION,2014,68,8,,,,,2259,2274,,10.1111/evo.12429,,,,,,,,WOS:000340470600009,24749863,,,,,no.data,no hybrids,KT,,,,,
277,"Yukilevich, R",THE RATE TEST OF SPECIATION: ESTIMATING THE LIKELIHOOD OF NON-ALLOPATRIC SPECIATION FROM REPRODUCTIVE ISOLATION RATES IN DROSOPHILA,EVOLUTION,2014,68,7,,,,,1845,1855,,10.1111/evo.12419,,,,,,,,WOS:000339052000001,24713065,,,,,no.data,,KT,,,,,
278,"Chavez, AS; Maher, SP; Arbogast, BS; Kenagy, GJ",DIVERSIFICATION AND GENE FLOW IN NASCENT LINEAGES OF ISLAND AND MAINLAND NORTH AMERICAN TREE SQUIRRELS (TAMIASCIURUS),EVOLUTION,2014,68,7,,,,,2086,2091,,10.1111/evo.12367,,,,,,,,WOS:000339052000020,24475874,,,,,no.data,no hybrids,KT,,,,,
279,"Donohue, K",THE EPIGENETICS OF ADAPTATION: FOCUSING ON EPIGENETIC STABILITY AS AN EVOLVING TRAIT,EVOLUTION,2014,68,6,,,,,1561,1575,,10.1111/evo.12382,,,,,,,,WOS:000337558900002,24527666,,,,,no.data,perspective,KT,,,,,
280,"Herman, JJ; Spencer, HG; Donohue, K; Sultan, SE",HOW STABLE 'SHOULD' EPIGENETIC MODIFICATIONS BE? INSIGHTS FROM ADAPTIVE PLASTICITY AND BET HEDGING,EVOLUTION,2014,68,6,,,,,1735,1747,,10.1111/evo.12380,,,,,,,,WOS:000337558900016,24673414,,,,,no.data,,KT,,,,,
281,"Verhoeven, KJF; Preite, V",EPIGENETIC VARIATION IN ASEXUALLY REPRODUCING ORGANISMS,EVOLUTION,2014,68,6,,,,,1806,1823,,10.1111/evo.12391,,,,,,,,WOS:000337558900021,24571289,,,,,no.data,,KT,,,,,
282,"Furrow, RE; Feldman, MW",GENETIC VARIATION AND THE EVOLUTION OF EPIGENETIC REGULATION,EVOLUTION,2014,68,6,,,,,1553,1560,,10.1111/evo.12399,,,,,,,,WOS:000337558900001,24620775,,,,,no.data,,KT,,,,,
283,"Herrig, DK; Modrick, AJ; Brud, E; Llopart, A",INTROGRESSION IN THE DROSOPHILA SUBOBSCURA-D. MADEIRENSIS SISTER SPECIES: EVIDENCE OF GENE FLOW IN NUCLEAR GENES DESPITE MITOCHONDRIAL DIFFERENTIATION,EVOLUTION,2014,68,5,,,,,1231,1243,,10.1111/evo.12332,,,,,,,,WOS:000335209800001,24325256,,,,,no.data,only genetics,KT,,,,,
285,"Gillespie, DOS; Trotter, MV; Krishna-Kumar, S; Tuljapurkar, SD",BIRTH-ORDER DIFFERENCES CAN DRIVE NATURAL SELECTION ON AGING,EVOLUTION,2014,68,5,,,,,1281,1293,,10.1111/evo.12345,,,,,,,,WOS:000335209800005,24372301,,,,,no.data,theory,KT,,,,,
289,"Harris, RB; Carling, MD; Lovette, IJ",THE INFLUENCE OF SAMPLING DESIGN ON SPECIES TREE INFERENCE: A NEW RELATIONSHIP FOR THE NEW WORLD CHICKADEES (AVES: POECILE),EVOLUTION,2014,68,4,,,,,1176,1187,,10.1111/evo.12330,,,,,,,,WOS:000333553500020,24325145,,,,,no.data,,KT,,,,,
290,"McGlothlin, JW; Galloway, LF",THE CONTRIBUTION OF MATERNAL EFFECTS TO SELECTION RESPONSE: AN EMPIRICAL TEST OF COMPETING MODELS,EVOLUTION,2014,68,4,,,,,1094,1109,,10.1111/evo.12336,,,,,,,,WOS:000333553500014,24351034,,,,,no.data,theory,KT,,,,,
292,"Toews, DPL; Mandic, M; Richards, JG; Irwin, DE","MIGRATION, MITOCHONDRIA, AND THE YELLOW-RUMPED WARBLER",EVOLUTION,2014,68,3,,,,,632,643,,10.1111/evo.12324,,,,,,,,WOS:000332046700003,24274594,,,,,no.data,,KT,,,,,
294,"Woodgate, JL; Buchanan, KL; Bennett, ATD; Catchpole, CK; Brighton, R; Leitner, S",ENVIRONMENTAL AND GENETIC CONTROL OF BRAIN AND SONG STRUCTURE IN THE ZEBRA FINCH,EVOLUTION,2014,68,3,,,,,673,683,,10.1111/evo.12225,,,,,,,,WOS:000332046700006,24588347,,,,,no.data,,KT,,,,,
296,"Smith, KL; Hale, JM; Gay, L; Kearney, M; Austin, JJ; Parris, KM; Melville, J",SPATIO-TEMPORAL CHANGES IN THE STRUCTURE OF AN AUSTRALIAN FROG HYBRID ZONE: A 40-YEAR PERSPECTIVE,EVOLUTION,2013,68,3,,,,,729,742,,10.1111/evo.12299,,,,,,,,WOS:000332046700011,24152220,,,,,no.data,"hybrid zone, ambiguous origin",KT,,,,,
297,"Muir, G; Osborne, OG; Sarasa, J; Hiscock, SJ; Filatov, DA",RECENT ECOLOGICAL SELECTION ON REGULATORY DIVERGENCE IS SHAPING CLINAL VARIATION IN SENECIO ON MOUNT ETNA,EVOLUTION,2013,68,3,,,,,886,892,,10.1111/evo.12319,,,,,,,,WOS:000332046700022,24274174,,,,,no.data,"hybrid zone, genetic data",KT,,,,,
298,"Wang, RJ; Ane, C; Payseur, BA",THE EVOLUTION OF HYBRID INCOMPATIBILITIES ALONG A PHYLOGENY,EVOLUTION,2013,68,3,,,,,893,900,,10.1111/evo.12297,,,,,,,,WOS:000332046700023,24152166,,,,,no.data,methods paper,KT,,,,,
301,"Gompert, Z; Lucas, LK; Nice, CC; Buerkle, CA",GENOME DIVERGENCE AND THE GENETIC ARCHITECTURE OF BARRIERS TO GENE FLOW BETWEEN LYCAEIDES IDAS AND L-MELISSA,EVOLUTION,2013,68,2,,,,,501,513,,10.1111/evo.12280,,,,,,,,WOS:000337938600015,24111665,,,,,no.data,no hybrids measured,KT,,,,,
303,"Cui, RF; Schumer, M; Kruesi, K; Walter, R; Andolfatto, P; Rosenthal, GG",PHYLOGENOMICS REVEALS EXTENSIVE RETICULATE EVOLUTION IN XIPHOPHORUS FISHES,EVOLUTION,2013,68,1,,,,,204,215,,10.1111/evo.12254,,,,,,,,WOS:000328726700015,24372605,,,,,no.data,no hybrids,KT,,,,,
305,"Yamamichi, M; Sasaki, A","SINGLE-GENE SPECIATION WITH PLEIOTROPY: EFFECTS OF ALLELE DOMINANCE, POPULATION SIZE, AND DELAYED INHERITANCE",EVOLUTION,2013,68,1,,,,,269,275,,10.1111/evo.12228,,,,,,,,WOS:000328726700020,24372606,,,,,no.data,model,KT,,,,,
311,"Natalis, LC; Wesselingh, RA",PARENTAL FREQUENCIES AND SPATIAL CONFIGURATION SHAPE BUMBLEBEE BEHAVIOR AND FLORAL ISOLATION IN HYBRIDIZING RHINANTHUS,EVOLUTION,2013,67,9,,,,,2547,2560,,10.1111/evo.12154,,,,,,,,WOS:000323828500007,24033166,,,,,no.data,bees in a hybrid zone,KT,,,,,
313,"Brennan, AC; Harris, SA; Hiscock, SJ",THE POPULATION GENETICS OF SPOROPHYTIC SELF-INCOMPATIBILITY IN THREE HYBRIDIZING SENECIO (ASTERACEAE) SPECIES WITH CONTRASTING POPULATION HISTORIES,EVOLUTION,2013,67,9,,,,,2728,2740,,10.1111/evo.12147,,,,,,,,WOS:000323828500020,24033179,,,,,no.data,just genetic dissection of crossing ability,KT,,,,,
314,"Gimenez, MD; White, TA; Hauffe, HC; Panithanarak, T; Searle, JB",UNDERSTANDING THE BASIS OF DIMINISHED GENE FLOW BETWEEN HYBRIDIZING CHROMOSOME RACES OF THE HOUSE MOUSE,EVOLUTION,2013,67,9,,,,,2498,2514,,10.1111/evo.12021,,,,,,,,WOS:000323828500004,24033163,,,,,no.data,just genetics,KT,,,,,
315,"Aguilee, R; Claessen, D; Lambert, A",ADAPTIVE RADIATION DRIVEN BY THE INTERPLAY OF ECO-EVOLUTIONARY AND LANDSCAPE DYNAMICS,EVOLUTION,2013,67,8,,,,,2348,2362,,10.1111/evo.12117,,,,,,,,WOS:000322329500015,23888856,,,,,no.data,model,KT,,,,,
